label,runtime_sec,trader_orders_executed,orders_submitted,trades_executed,total_volume,cancellations,events_generated,orders_per_sec,trades_per_sec,cancellations_per_sec,events_per_sec,latency_samples,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,cfg_num_orders,cfg_runtime_sec,cfg_num_traders,cfg_mm_every_n_orders,cfg_trader_delay_sec,cfg_random_seed,cfg_base_price,cfg_price_jitter,cfg_mm_quote_size,cfg_mm_type
100000_orders,23.32,100000,132550,79788,815752,27809,414118,5683.97,3421.44,1192.5,17758.08,100000,0.03111337203999725,0.019040999999830888,0.06824999999821557,0.09687708000054475,24.514917000000082,100000,,3,5,0.0,42,100.0,1.0,10,inventory
