label,runtime_sec,trader_orders_executed,orders_submitted,trades_executed,total_volume,cancellations,events_generated,orders_per_sec,trades_per_sec,cancellations_per_sec,events_per_sec,latency_samples,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,cfg_num_orders,cfg_runtime_sec,cfg_num_traders,cfg_mm_every_n_orders,cfg_trader_delay_sec,cfg_random_seed,cfg_base_price,cfg_price_jitter,cfg_mm_quote_size
100000_orders,162.587,100000,140000,77978,806685,37584,653192,861.08,479.61,231.16,4017.49,100000,0.8642226759600171,0.7451249999963494,2.2714756000127028,3.5771304200066796,96.55604200000312,100000,,3,5,0.0,42,100.0,1.0,10
